ID,Calories_Burned
TEST_0000,172.69836970520555
TEST_0001,189.21951979436562
TEST_0002,53.46162084309617
TEST_0003,161.3851605426171
TEST_0004,225.8845259085938
TEST_0005,178.59331279355683
TEST_0006,98.02550661828718
TEST_0007,43.86248555989005
TEST_0008,79.1007080807758
TEST_0009,58.90478782705031
TEST_0010,123.10770624579163
TEST_0011,54.36964999648626
TEST_0012,14.095796779787634
TEST_0013,176.85919321826077
TEST_0014,229.5817679275351
TEST_0015,13.465766508947127
TEST_0016,97.69988863886101
TEST_0017,129.66680427853134
TEST_0018,158.03155636269366
TEST_0019,6.868624122114852
TEST_0020,50.382640092342626
TEST_0021,89.55370932159713
TEST_0022,24.767284318309976
TEST_0023,86.6075716970372
TEST_0024,19.8666675411514
TEST_0025,128.16908943495946
TEST_0026,105.1668803160137
TEST_0027,188.70237575221108
TEST_0028,121.05295003196807
TEST_0029,99.78589104689308
TEST_0030,25.06333484419156
TEST_0031,243.48980309870967
TEST_0032,54.76944486654247
TEST_0033,46.603708883572835
TEST_0034,133.2179983993119
TEST_0035,112.87513750835205
TEST_0036,37.67871007992653
TEST_0037,129.37392255381565
TEST_0038,11.063881410693284
TEST_0039,129.43824154834147
TEST_0040,201.4949579674576
TEST_0041,167.94866568178986
TEST_0042,145.69562971271807
TEST_0043,60.113245465938235
TEST_0044,67.95545498098363
TEST_0045,52.647451211640146
TEST_0046,77.72912987819291
TEST_0047,197.81084780034143
TEST_0048,139.3576929839619
TEST_0049,125.4543900846329
TEST_0050,10.995815083442722
TEST_0051,112.08668757948908
TEST_0052,158.3392680984689
TEST_0053,92.51785785934771
TEST_0054,68.75017751634005
TEST_0055,86.47854053991614
TEST_0056,159.96226989547722
TEST_0057,18.15858660225058
TEST_0058,30.500382351950975
TEST_0059,96.18620204972103
TEST_0060,38.876853046705946
TEST_0061,109.30666099028895
TEST_0062,90.02492925111437
TEST_0063,51.201867686846526
TEST_0064,34.448127244919306
TEST_0065,135.87686557942652
TEST_0066,230.74410889757564
TEST_0067,125.90682912734337
TEST_0068,101.69521989690838
TEST_0069,44.78389690359472
TEST_0070,125.35979971359484
TEST_0071,25.980203604063718
TEST_0072,9.176465947006363
TEST_0073,151.7996239795757
TEST_0074,32.381778513867175
TEST_0075,90.69826604417176
TEST_0076,63.838110946147935
TEST_0077,65.46290017012507
TEST_0078,44.56886218267027
TEST_0079,187.2771271331003
TEST_0080,173.2750540007255
TEST_0081,136.79613741851063
TEST_0082,90.43792016981752
TEST_0083,101.62123681628145
TEST_0084,56.0094795281766
TEST_0085,178.87818458795664
TEST_0086,125.22143916090135
TEST_0087,17.51379017563886
TEST_0088,144.71292776003247
TEST_0089,42.21031293796841
TEST_0090,41.15624309942359
TEST_0091,36.61729192311759
TEST_0092,24.169957394711673
TEST_0093,195.58049517366453
TEST_0094,4.71475377806928
TEST_0095,10.220360176812392
TEST_0096,238.71645733702462
TEST_0097,139.49890141849755
TEST_0098,186.31594233820215
TEST_0099,173.56236555465148
TEST_0100,13.191288748261286
TEST_0101,99.34779730101582
TEST_0102,187.5003739897802
TEST_0103,165.8561658822582
TEST_0104,64.50574537081411
TEST_0105,166.72992020257516
TEST_0106,36.7627509899321
TEST_0107,20.701360394479707
TEST_0108,188.56102813850157
TEST_0109,29.747855789755704
TEST_0110,111.42671244769008
TEST_0111,185.63471942039905
TEST_0112,47.36134885152569
TEST_0113,146.7200428994256
TEST_0114,55.62243964022491
TEST_0115,81.03733454452595
TEST_0116,79.03019005732494
TEST_0117,63.836924484116025
TEST_0118,14.373671883251518
TEST_0119,7.141482036822708
TEST_0120,186.38039156605373
TEST_0121,48.12007059418829
TEST_0122,42.99346356128808
TEST_0123,19.8185277695884
TEST_0124,32.22494950340479
TEST_0125,100.29494707647245
TEST_0126,46.89924634061754
TEST_0127,54.69769558837288
TEST_0128,103.01353601037408
TEST_0129,77.75158655151608
TEST_0130,59.96282235754188
TEST_0131,194.15325392274826
TEST_0132,69.22156040967093
TEST_0133,135.0471953335218
TEST_0134,104.05823664393392
TEST_0135,72.13555082213134
TEST_0136,72.45482280326542
TEST_0137,65.0003218431375
TEST_0138,176.20067569072125
TEST_0139,22.461515400966164
TEST_0140,122.34801246327697
TEST_0141,16.37257511971984
TEST_0142,111.59852233156562
TEST_0143,41.98058843589388
TEST_0144,11.442313424340682
TEST_0145,32.69915891837445
TEST_0146,165.1680657880206
TEST_0147,82.73456970712868
TEST_0148,120.03953280480346
TEST_0149,86.08748211665079
TEST_0150,41.94421245480771
TEST_0151,81.58534099982353
TEST_0152,69.54616140606231
TEST_0153,19.43114063568646
TEST_0154,93.37836073455401
TEST_0155,55.22304737745435
TEST_0156,128.81244684907142
TEST_0157,39.503704150090925
TEST_0158,199.03712156810798
TEST_0159,40.06878311667242
TEST_0160,128.7450276047457
TEST_0161,100.73715392159647
TEST_0162,115.05905662407167
TEST_0163,138.87984906736529
TEST_0164,56.478180124628125
TEST_0165,32.31573036024929
TEST_0166,41.643865598452976
TEST_0167,132.74795717909
TEST_0168,202.73040598799707
TEST_0169,112.33114566837321
TEST_0170,74.37852373556234
TEST_0171,76.36780319461832
TEST_0172,5.565246062789811
TEST_0173,84.21818586837617
TEST_0174,15.46833089334541
TEST_0175,47.711161123239435
TEST_0176,6.335823747969698
TEST_0177,61.21014728787122
TEST_0178,176.11174849316012
TEST_0179,180.52694300102303
TEST_0180,45.583320516569074
TEST_0181,82.95527350428165
TEST_0182,68.17115585898864
TEST_0183,116.50997788424138
TEST_0184,127.21672545588808
TEST_0185,83.64004052095697
TEST_0186,12.040667266905075
TEST_0187,46.75755433863378
TEST_0188,157.21047565015033
TEST_0189,6.123309581133071
TEST_0190,41.02051350456895
TEST_0191,7.035381240391871
TEST_0192,157.97339313669363
TEST_0193,41.86040866593248
TEST_0194,175.027157675504
TEST_0195,103.46841321568354
TEST_0196,6.019740563642699
TEST_0197,212.3709742592473
TEST_0198,4.172329832916148
TEST_0199,9.041507625661325
TEST_0200,8.832863701682072
TEST_0201,130.6896602830093
TEST_0202,22.185054849716835
TEST_0203,40.539460375963245
TEST_0204,98.78012568320264
TEST_0205,90.61035944797914
TEST_0206,149.38021493388806
TEST_0207,83.36800730315736
TEST_0208,14.893327523284825
TEST_0209,66.03378571924986
TEST_0210,61.406530208390905
TEST_0211,194.72991813960834
TEST_0212,163.95211412626668
TEST_0213,16.85879202838987
TEST_0214,50.664586474740645
TEST_0215,61.95314764970681
