ID,Calories_Burned
TEST_0000,168.69312
TEST_0001,203.48
TEST_0002,32.24383
TEST_0003,142.01923
TEST_0004,237.84938
TEST_0005,184.42134
TEST_0006,58.043495
TEST_0007,25.093685
TEST_0008,56.304535
TEST_0009,38.42162
TEST_0010,91.652084
TEST_0011,38.113728
TEST_0012,12.35786
TEST_0013,150.96132
TEST_0014,213.51964
TEST_0015,19.477562
TEST_0016,76.575294
TEST_0017,106.32397
TEST_0018,149.85887
TEST_0019,7.405497
TEST_0020,46.595264
TEST_0021,70.42203
TEST_0022,19.958271
TEST_0023,50.115147
TEST_0024,14.04067
TEST_0025,104.55521
TEST_0026,66.73422
TEST_0027,188.04694
TEST_0028,94.73727
TEST_0029,74.36377
TEST_0030,14.898827
TEST_0031,203.65428
TEST_0032,47.32165
TEST_0033,31.809765
TEST_0034,112.656746
TEST_0035,107.66933
TEST_0036,28.109539
TEST_0037,108.29169
TEST_0038,8.4984
TEST_0039,113.62548
TEST_0040,184.76108
TEST_0041,149.44463
TEST_0042,129.6082
TEST_0043,49.652473
TEST_0044,29.377356
TEST_0045,30.139969
TEST_0046,63.30593
TEST_0047,196.07265
TEST_0048,119.95237
TEST_0049,87.74634
TEST_0050,8.900006
TEST_0051,88.23909
TEST_0052,159.75722
TEST_0053,82.43882
TEST_0054,40.831932
TEST_0055,50.143284
TEST_0056,164.93275
TEST_0057,12.051977
TEST_0058,18.243698
TEST_0059,62.50681
TEST_0060,23.631678
TEST_0061,68.36615
TEST_0062,60.212353
TEST_0063,22.97717
TEST_0064,27.206215
TEST_0065,114.84044
TEST_0066,202.66153
TEST_0067,89.84503
TEST_0068,67.088196
TEST_0069,33.786377
TEST_0070,117.2587
TEST_0071,18.014973
TEST_0072,8.903199
TEST_0073,130.27635
TEST_0074,21.999863
TEST_0075,49.938
TEST_0076,34.270535
TEST_0077,45.88348
TEST_0078,30.416847
TEST_0079,154.36679
TEST_0080,164.75055
TEST_0081,123.36221
TEST_0082,72.7732
TEST_0083,83.99162
TEST_0084,33.31697
TEST_0085,167.25404
TEST_0086,93.42664
TEST_0087,23.243958
TEST_0088,148.52824
TEST_0089,32.55154
TEST_0090,35.211792
TEST_0091,36.08077
TEST_0092,15.448992
TEST_0093,185.67052
TEST_0094,7.721303
TEST_0095,23.207458
TEST_0096,235.76724
TEST_0097,95.56431
TEST_0098,196.06111
TEST_0099,186.4193
TEST_0100,27.385435
TEST_0101,68.940956
TEST_0102,145.67157
TEST_0103,167.49242
TEST_0104,43.22703
TEST_0105,158.71715
TEST_0106,21.302464
TEST_0107,14.420482
TEST_0108,175.73827
TEST_0109,14.413772
TEST_0110,70.86227
TEST_0111,184.63542
TEST_0112,26.225945
TEST_0113,139.03627
TEST_0114,29.754131
TEST_0115,41.61382
TEST_0116,41.461353
TEST_0117,32.911446
TEST_0118,18.10536
TEST_0119,13.694949
TEST_0120,157.05478
TEST_0121,39.14645
TEST_0122,23.916077
TEST_0123,12.401264
TEST_0124,28.230602
TEST_0125,61.522568
TEST_0126,41.027676
TEST_0127,23.92345
TEST_0128,67.56912
TEST_0129,54.719902
TEST_0130,25.820381
TEST_0131,184.30406
TEST_0132,47.84289
TEST_0133,127.19191
TEST_0134,76.29764
TEST_0135,36.304012
TEST_0136,40.03118
TEST_0137,39.11793
TEST_0138,149.3615
TEST_0139,11.93557
TEST_0140,89.92792
TEST_0141,10.399002
TEST_0142,91.957214
TEST_0143,21.592754
TEST_0144,18.358795
TEST_0145,24.794739
TEST_0146,152.14455
TEST_0147,48.513252
TEST_0148,100.80693
TEST_0149,55.946068
TEST_0150,18.809547
TEST_0151,49.689014
TEST_0152,35.93487
TEST_0153,26.55881
TEST_0154,72.6758
TEST_0155,36.823685
TEST_0156,131.78822
TEST_0157,25.024874
TEST_0158,209.54126
TEST_0159,22.635735
TEST_0160,112.139694
TEST_0161,72.81774
TEST_0162,84.976685
TEST_0163,142.09325
TEST_0164,42.563408
TEST_0165,25.811806
TEST_0166,30.398914
TEST_0167,102.28789
TEST_0168,207.7765
TEST_0169,78.74873
TEST_0170,60.78784
TEST_0171,63.994583
TEST_0172,16.211617
TEST_0173,56.44748
TEST_0174,21.729097
TEST_0175,23.480658
TEST_0176,6.5474524
TEST_0177,36.82096
TEST_0178,180.65025
TEST_0179,189.22469
TEST_0180,24.415722
TEST_0181,51.441624
TEST_0182,62.71355
TEST_0183,86.385826
TEST_0184,110.952675
TEST_0185,56.241238
TEST_0186,21.12371
TEST_0187,34.861454
